"Species","ASV","Kingdom","Phylum","Class","Order","Family","Genus","log2FC","p_value","FDR_q_value","Direction","BestName"
"Rhamphostomella_bilaminata","72355d57027d23aca5dc5c7619a2cd96","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",-2.394,"8.243e-03",0.1696,"Enriched in Control","Genus: Thalassotalea"
"Rhamphostomella_bilaminata","ad84d18a785105a88de19e3f9062680a","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade",-1.308,"8.596e-03",0.1739,"Enriched in Control","Genus: BD1-7_clade"
"Rhamphostomella_bilaminata","68fb4f4c2c976da006edc8e3fa0280eb","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",-1.244,"8.718e-03",0.1749,"Enriched in Control","Genus: SAR86_clade"
"Rhamphostomella_bilaminata","7fc232ef701a576c52973c27d641a62b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-2.441,"8.851e-03",0.1762,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","1d2900cdf7b591798cced5d7d2989635","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA,-2.185,"9.205e-03",0.1817,"Enriched in Control","Order: Chitinophagales"
"Rhamphostomella_bilaminata","e03d7fcc980a61ee6e09d62c0e492804","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",-1.5,"9.327e-03",0.1826,"Enriched in Control","Genus: Pseudomonas"
"Rhamphostomella_bilaminata","078e358a168dbe0799176248b157e046","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",-1.71,"9.473e-03",0.184,"Enriched in Control","Genus: Portibacter"
"Rhamphostomella_bilaminata","75ba6f1992139fb3fe848d91a1721d29","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","KF-JG30-B3",-2.46,"9.923e-03",0.1897,"Enriched in Control","Genus: KF-JG30-B3"
"Rhamphostomella_bilaminata","9879a750c4dcbe94271efc3a64a8dcc6","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales",NA,NA,-1.406,"9.914e-03",0.1897,"Enriched in Control","Order: Puniceispirillales"
"Rhamphostomella_bilaminata","38379288db02e084c195974a32fd0290","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Moritella",-3.653,"1.006e-02",0.1909,"Enriched in Control","Genus: Moritella"
"Rhamphostomella_bilaminata","732268b2cde7f6e4eeb959b9904a856a","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella",-0.938,"1.056e-02",0.1958,"Enriched in Control","Genus: Taeseokella"
"Rhamphostomella_bilaminata","7bacf0ae26a001f354c5aaee38c26e5b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,-1.509,"1.055e-02",0.1958,"Enriched in Control","Family: Crocinitomicaceae"
"Rhamphostomella_bilaminata","3448d53788dd6e07e471735ade91cfb1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,-1.984,"1.080e-02",0.1986,"Enriched in Control","Family: Flavobacteriaceae"
"Rhamphostomella_bilaminata","c44ff307960c98eb2c3f6c5cf28a5e59","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",-2.128,"1.114e-02",0.2019,"Enriched in Control","Genus: Dokdonia"
"Rhamphostomella_bilaminata","f495d6392152b685fee3ac09dfa0f382","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter",-0.967,"1.110e-02",0.2019,"Enriched in Control","Genus: Maribacter"
"Rhamphostomella_bilaminata","7936316304361aebc82335f89ddfba39","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",-1.248,"1.141e-02",0.2022,"Enriched in Control","Genus: Lentisphaera"
"Rhamphostomella_bilaminata","cb0b67a8052ee758053ab5e22c1553ec","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,-1.36,"1.135e-02",0.2022,"Enriched in Control","Order: Rickettsiales"
"Rhamphostomella_bilaminata","75bb0a0b7853fefe490cb476018ab14a","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Candidatus_Entotheonella",-2.197,"1.178e-02",0.2073,"Enriched in Control","Genus: Candidatus_Entotheonella"
"Rhamphostomella_bilaminata","f3b41d47dbf8327add98c18f2b98468c","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",-2.642,"1.194e-02",0.2086,"Enriched in Control","Genus: Pseudoalteromonas"
"Rhamphostomella_bilaminata","88bedff2b082a15d43678825e9e73304","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",-1.984,"1.239e-02",0.2149,"Enriched in Control","Genus: Reichenbachiella"
"Rhamphostomella_bilaminata","019bed84669410b5d384f6e3280da1b9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",-1.273,"1.272e-02",0.2191,"Enriched in Control","Genus: Ulvibacter"
"Rhamphostomella_bilaminata","c38eed8f2f2f07fc99e6135205c57cff","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade",-1.712,"1.292e-02",0.2209,"Enriched in Control","Genus: SAR92_clade"
"Rhamphostomella_bilaminata","749b1e195ab505b26d20951f53834d11","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",-1.833,"1.442e-02",0.2399,"Enriched in Control","Genus: Ulvibacter"
"Rhamphostomella_bilaminata","fc27695e28ac38ed08ba2e033a58d1ce","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",-2.189,"1.466e-02",0.2405,"Enriched in Control","Genus: Halioglobus"
"Rhamphostomella_bilaminata","df827a58f6b377fcf5b6860d49301447","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA,-1.662,"1.479e-02",0.241,"Enriched in Control","Order: Flavobacteriales"
